WISE_ID,ConstructionType,LoadBearingCapacity (kPa),AlternativeUse,ModificationRecommendation,Success
CO069,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CO069,Pipeline Infrastructure,30,,,True
CO069,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CO069,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CO069,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CO070,Residential Building,50,,,True
CO070,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
CO070,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
CO070,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
CO070,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
CO070,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
CO070,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
CO070,Pipeline Infrastructure,30,,,True
CO070,Dams,100,Residential Building,Increase CBR in top 2 layers,False
CO070,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
CO070,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
CO071,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CO071,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CO071,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CO071,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CO071,Bridges,120,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CO071,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CO071,Railway Tracks,80,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CO071,Pipeline Infrastructure,30,,,True
CO071,Dams,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CO071,Water Reservoirs,90,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CO071,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CR001,Residential Building,50,,,True
CR001,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
CR001,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
CR001,Roads & Highways,70,,,True
CR001,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
CR001,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
CR001,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
CR001,Pipeline Infrastructure,30,,,True
CR001,Dams,100,Residential Building,Reduce liquid limit via compaction,False
CR001,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
CR001,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
CR002,Residential Building,50,,,True
CR002,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
CR002,Low-rise,100,,,True
CR002,Roads & Highways,70,,,True
CR002,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
CR002,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
CR002,Railway Tracks,80,,,True
CR002,Pipeline Infrastructure,30,,,True
CR002,Dams,100,,,True
CR002,Water Reservoirs,90,,,True
CR002,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
CR003,Residential Building,50,,,True
CR003,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
CR003,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
CR003,Roads & Highways,70,,,True
CR003,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
CR003,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
CR003,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
CR003,Pipeline Infrastructure,30,,,True
CR003,Dams,100,Residential Building,Increase CBR in top 2 layers,False
CR003,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
CR003,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
CR004,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR004,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR004,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR004,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR004,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR004,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CR004,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR004,Pipeline Infrastructure,30,,,True
CR004,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR004,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR004,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR005,Residential Building,50,,,True
CR005,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
CR005,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
CR005,Roads & Highways,70,,,True
CR005,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
CR005,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
CR005,Railway Tracks,80,,,True
CR005,Pipeline Infrastructure,30,,,True
CR005,Dams,100,Residential Building,Reduce liquid limit via compaction,False
CR005,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
CR005,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
CR006,Residential Building,50,,,True
CR006,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
CR006,Low-rise,100,,,True
CR006,Roads & Highways,70,,,True
CR006,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
CR006,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
CR006,Railway Tracks,80,,,True
CR006,Pipeline Infrastructure,30,,,True
CR006,Dams,100,,,True
CR006,Water Reservoirs,90,,,True
CR006,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
CR007,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR007,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CR007,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR007,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR007,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR007,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CR007,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR007,Pipeline Infrastructure,30,,,True
CR007,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR007,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CR007,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
CR008,Residential Building,50,,Reduce liquid limit via compaction,False
CR008,High-rise Building,150,,Use deep foundations or densify subsoil,False
CR008,Low-rise,100,,Reduce liquid limit via compaction,False
CR008,Roads & Highways,70,,Reduce liquid limit via compaction,False
CR008,Bridges,120,,Increase CBR in top 2 layers,False
CR008,Tunnels,150,,Reduce liquid limit via compaction,False
CR008,Railway Tracks,80,,Reduce liquid limit via compaction,False
CR008,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
CR008,Dams,100,,Reduce liquid limit via compaction,False
CR008,Water Reservoirs,90,,Reduce liquid limit via compaction,False
CR008,Airport Runways,180,,Use deep foundations or densify subsoil,False
CR009,Residential Building,50,,,True
CR009,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
CR009,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
CR009,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
CR009,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
CR009,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
CR009,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
CR009,Pipeline Infrastructure,30,,,True
CR009,Dams,100,Residential Building,Increase CBR in top 2 layers,False
CR009,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
CR009,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
CR010,Residential Building,50,,,True
CR010,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
CR010,Low-rise,100,,,True
CR010,Roads & Highways,70,,,True
CR010,Bridges,120,,,True
CR010,Tunnels,150,Bridges,Use deep foundations or densify subsoil,False
CR010,Railway Tracks,80,,,True
CR010,Pipeline Infrastructure,30,,,True
CR010,Dams,100,,,True
CR010,Water Reservoirs,90,,,True
CR010,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
CR011,Residential Building,50,,,True
CR011,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
CR011,Low-rise,100,,,True
CR011,Roads & Highways,70,,,True
CR011,Bridges,120,,,True
CR011,Tunnels,150,Bridges,Increase CBR in top 2 layers,False
CR011,Railway Tracks,80,,,True
CR011,Pipeline Infrastructure,30,,,True
CR011,Dams,100,,,True
CR011,Water Reservoirs,90,,,True
CR011,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
CR012,Residential Building,50,,Reduce liquid limit via compaction,False
CR012,High-rise Building,150,,Reduce liquid limit via compaction,False
CR012,Low-rise,100,,Use deep foundations or densify subsoil,False
CR012,Roads & Highways,70,,Reduce liquid limit via compaction,False
CR012,Bridges,120,,Reduce liquid limit via compaction,False
CR012,Tunnels,150,,Reduce liquid limit via compaction,False
CR012,Railway Tracks,80,,Increase CBR in top 2 layers,False
CR012,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
CR012,Dams,100,,Use deep foundations or densify subsoil,False
CR012,Water Reservoirs,90,,Increase CBR in top 2 layers,False
CR012,Airport Runways,180,,Reduce liquid limit via compaction,False
CR013,Residential Building,50,,,True
CR013,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
CR013,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
CR013,Roads & Highways,70,,,True
CR013,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
CR013,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
CR013,Railway Tracks,80,,,True
CR013,Pipeline Infrastructure,30,,,True
CR013,Dams,100,Residential Building,Reduce liquid limit via compaction,False
CR013,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
CR013,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
CR014,Residential Building,50,,,True
CR014,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
CR014,Low-rise,100,,,True
CR014,Roads & Highways,70,,,True
CR014,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
CR014,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
CR014,Railway Tracks,80,,,True
CR014,Pipeline Infrastructure,30,,,True
CR014,Dams,100,,,True
CR014,Water Reservoirs,90,,,True
CR014,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
CR015,Residential Building,50,,Reduce liquid limit via compaction,False
CR015,High-rise Building,150,,Increase CBR in top 2 layers,False
CR015,Low-rise,100,,Reduce liquid limit via compaction,False
CR015,Roads & Highways,70,,Reduce liquid limit via compaction,False
CR015,Bridges,120,,Use deep foundations or densify subsoil,False
CR015,Tunnels,150,,Increase CBR in top 2 layers,False
CR015,Railway Tracks,80,,Reduce liquid limit via compaction,False
CR015,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
CR015,Dams,100,,Reduce liquid limit via compaction,False
CR015,Water Reservoirs,90,,Reduce liquid limit via compaction,False
CR015,Airport Runways,180,,Use deep foundations or densify subsoil,False
CR016,Residential Building,50,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CR016,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CR016,Low-rise,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CR016,Roads & Highways,70,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CR016,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CR016,Tunnels,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CR016,Railway Tracks,80,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CR016,Pipeline Infrastructure,30,,,True
CR016,Dams,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CR016,Water Reservoirs,90,Pipeline Infrastructure,Increase CBR in top 2 layers,False
CR016,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
CR017,Residential Building,50,,,True
CR017,High-rise Building,150,Residential Building,Reduce liquid limit via compaction,False
CR017,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
CR017,Roads & Highways,70,,,True
CR017,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
CR017,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
CR017,Railway Tracks,80,,,True
CR017,Pipeline Infrastructure,30,,,True
CR017,Dams,100,Residential Building,Reduce liquid limit via compaction,False
CR017,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
CR017,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
CR018,Residential Building,50,,,True
CR018,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
CR018,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
